id,name,species,breed,birth_date,adoption_center_id,image_url
43fadab0-ac56-4d94-9b94-c9a789ce83d4,Narcisa,Cat,Maine Coon,2022-11-24,190,https://placedog.net/500/400?id=22
e97a2853-d593-4ba0-845f-ae6fbcbc2dd7,Juan Manuel,Rabbit,Lionhead,2025-04-24,97,https://placedog.net/500/400?id=23
5726aeb4-2fce-4366-a675-5992bc170492,Mariano,Dog,Bulldog,2016-10-25,193,https://placedog.net/500/400?id=24
2f4a94dc-1b58-4fe0-be84-45fe82219c68,Luis Miguel,Dog,Bulldog,2010-10-12,183,https://placedog.net/500/400?id=25
83cb78b4-2453-4a45-a2da-e6f2e8547a17,Santiago,Dog,Labrador Retriever,2020-01-07,81,https://placedog.net/500/400?id=26
4022df9a-eab5-486a-90b5-f7fe46b91688,Dionisia,Cat,Siamese,2016-12-19,160,https://placedog.net/500/400?id=27
fab593b8-ceb1-40d7-b3fc-ce0c702b6790,Heraclio,Dog,German Shepherd,2025-06-25,117,https://placedog.net/500/400?id=28
293481f3-db34-45f8-8a2d-a2193803b3c0,Albert,Dog,Golden Retriever,2020-01-14,70,https://placedog.net/500/400?id=29
ad6f5f4c-8ea7-4c29-ae7d-9c0854ab9c8e,Antonio,Bird,Budgerigar,2010-10-30,67,https://placedog.net/500/400?id=30
f8a9a009-af71-4b1d-999b-15d75d210bee,Casemiro,Rabbit,Mini Rex,2012-11-09,68,https://placedog.net/500/400?id=31
5627761a-9167-466f-a5f4-f0383127062e,Eusebio,Bird,Lovebird,2021-06-07,77,https://placedog.net/500/400?id=32
3b7dd69a-d262-4690-872c-5ee2a72e3eb9,Berto,Cat,Bengal,2011-02-23,122,https://placedog.net/500/400?id=33
a862ba74-b0b4-44ba-82da-d8ca39d09d68,Vasco,Bird,Parrot,2023-03-19,183,https://placedog.net/500/400?id=34
fe765641-786c-40a4-ac48-3f6906cfe4ae,Marc,Rabbit,Rex,2015-06-01,108,https://placedog.net/500/400?id=35
91685f00-0c4b-4671-9796-2a240d57c713,Humberto,Cat,Sphynx,2015-02-23,60,https://placedog.net/500/400?id=36
0167dc80-e7d8-430e-ab0a-c53256a527e7,César,Cat,Siamese,2018-08-09,37,https://placedog.net/500/400?id=37
c5c352ea-f2ba-4d6c-89e0-1216c0751702,Roldán,Rabbit,Dutch,2012-09-08,44,https://placedog.net/500/400?id=38
68a687b2-1979-440f-8d85-c60e44055b7d,Flora,Rabbit,Rex,2014-12-17,143,https://placedog.net/500/400?id=39
feb9a844-0759-41a5-85f3-973619f72271,Sandalio,Rabbit,Lop,2013-06-22,122,https://placedog.net/500/400?id=40
6611ec3d-e820-460b-a257-13ad577a4de2,Roldán,Rabbit,Mini Rex,2013-10-31,148,https://placedog.net/500/400?id=41
5d801ae7-e827-4b26-b09e-a199de10bce9,Nicolasa,Cat,Bengal,2013-11-29,23,https://placedog.net/500/400?id=42
d09b7c42-0029-423a-a2db-a57c59dd4a4b,Felipa,Dog,Bulldog,2016-04-27,158,https://placedog.net/500/400?id=43
9e4cb2cb-0f66-476c-a000-99acc5888de9,Delia,Dog,German Shepherd,2023-12-16,10,https://placedog.net/500/400?id=44
9cfdb18a-e1d2-462c-ae9e-94d0abb2e454,Rosario,Cat,Bengal,2020-07-07,12,https://placedog.net/500/400?id=45
b48ce1c5-6d1c-466f-8629-1d8c86956a4a,Francisco Jose,Bird,Lovebird,2017-05-26,81,https://placedog.net/500/400?id=46
8af6bc89-81e4-4585-b671-c27127b7cd04,Jose Angel,Bird,Canary,2023-12-17,119,https://placedog.net/500/400?id=47
cf7443e6-324c-41f6-9da6-e0a48b9989a5,José Ángel,Bird,Parrot,2011-04-09,173,https://placedog.net/500/400?id=48
ae7de172-c44a-4b9e-ac48-6c6daae298bc,Maristela,Bird,Lovebird,2013-11-22,120,https://placedog.net/500/400?id=49
498d4f7a-492b-4b24-9232-440a0005f167,Julie,Dog,Labrador Retriever,2014-10-19,30,https://placedog.net/500/400?id=50
15509654-96a5-4bfe-8707-1e3a8242b7df,Octavio,Dog,Golden Retriever,2022-02-25,197,https://placedog.net/500/400?id=51
ed11bbf0-4b41-48aa-b6ff-2d542f9107fc,Bernardino,Bird,Canary,2014-08-18,60,https://placedog.net/500/400?id=52
0a8530b7-7c6c-43e3-b2f6-f8f3ab565da1,Ruben,Bird,Lovebird,2017-09-18,152,https://placedog.net/500/400?id=53
a8afda16-6c65-466d-b7a4-2889337d5c84,Berto,Dog,German Shepherd,2022-03-16,54,https://placedog.net/500/400?id=54
aee455a2-d558-4aca-b197-8bc58a2a2444,Espiridión,Cat,Persian,2013-06-13,99,https://placedog.net/500/400?id=55
128c97fb-cf8d-4e7e-9e5a-bf2d86bd89c4,Rufina,Dog,Bulldog,2024-02-29,152,https://placedog.net/500/400?id=56
310d0e97-cee8-4094-92f0-1b2fd8257850,Ciro,Dog,Labrador Retriever,2021-05-07,123,https://placedog.net/500/400?id=57
a5e70a84-6b30-413f-98fe-50bab3ae0505,Eva,Bird,Cockatiel,2022-02-12,193,https://placedog.net/500/400?id=58
ad1b507e-806e-4fdb-8286-3ddfe5030a3b,José,Cat,Maine Coon,2020-04-27,26,https://placedog.net/500/400?id=59
9b2e3713-77a5-42ba-baac-e5a142e2f73c,Macario,Rabbit,Dutch,2023-06-28,37,https://placedog.net/500/400?id=60
2811df90-fa73-4c84-b2a3-45f38420550c,Eloy,Bird,Canary,2018-02-21,61,https://placedog.net/500/400?id=61
c7542166-29a1-413c-ac1d-30721c77c1b5,Bruno,Dog,Golden Retriever,2011-01-14,5,https://placedog.net/500/400?id=62
134f0a2b-500d-4e81-9148-25c5f21deb50,Luciano,Dog,Bulldog,2020-05-04,138,https://placedog.net/500/400?id=63
0a54b48f-81dc-4c3e-9e90-00a8229b041c,Federico,Rabbit,Lionhead,2015-07-27,167,https://placedog.net/500/400?id=64
eeba2a1a-5686-4c2a-8b2c-d2c471a10261,Gabriel,Rabbit,Lop,2019-11-18,72,https://placedog.net/500/400?id=65
0c2e6cae-e881-462f-ab87-bd0126e9822b,Juan Manuel,Cat,Siamese,2021-10-01,98,https://placedog.net/500/400?id=66
679e5bc6-493a-44a9-88cf-06862aef68a5,Gastón,Rabbit,Mini Rex,2015-04-22,91,https://placedog.net/500/400?id=67
e4e3f6ee-1195-4972-a031-54200d757b48,Paola,Cat,Maine Coon,2017-08-31,61,https://placedog.net/500/400?id=68
43479a57-d747-4cba-8dae-c0b75f1f80be,Gabino,Rabbit,Rex,2023-05-07,30,https://placedog.net/500/400?id=69
8ec414f1-3541-495a-a5a6-642d36ddc40f,Sergio,Bird,Canary,2023-05-20,89,https://placedog.net/500/400?id=70
5fc5aca9-9ae2-46f5-871b-ab8b312028e7,Amando,Dog,German Shepherd,2025-07-26,65,https://placedog.net/500/400?id=71
653981f9-45f0-4ede-83e2-44e403e619b8,Luis Miguel,Bird,Lovebird,2022-04-19,112,https://placedog.net/500/400?id=72
a6f3fbc6-ed0f-4aa1-b788-ae4677cfaab3,Ildefonso,Dog,Golden Retriever,2019-06-23,101,https://placedog.net/500/400?id=73
7b42a783-d8d8-40e5-9ed2-53728340b4cf,Gema,Dog,Golden Retriever,2017-02-02,64,https://placedog.net/500/400?id=74
d364d00e-112d-4c12-94f8-6de7c0b978c5,Remedios,Bird,Canary,2023-09-13,173,https://placedog.net/500/400?id=75
0d6c3c29-05d9-4c3d-939e-a9ff806788a1,Valentina,Bird,Lovebird,2014-08-15,193,https://placedog.net/500/400?id=76
aeac803d-6afa-4fe2-8a12-aa062991f809,Gema,Cat,Siamese,2020-07-10,40,https://placedog.net/500/400?id=77
5f4b9e30-442e-4ebd-8c85-ae22a0ef94d5,Sabas,Rabbit,Rex,2013-01-28,4,https://placedog.net/500/400?id=78
de462191-15e3-463e-a283-b7a89ee37f68,Azahara,Rabbit,Lionhead,2014-04-30,160,https://placedog.net/500/400?id=79
c8282f46-0270-48b3-8d4e-4ff6b1091551,Xiomara,Dog,Golden Retriever,2025-02-05,123,https://placedog.net/500/400?id=80
b54db5be-e1dd-40f7-bccd-cd2cfee63561,Luís,Rabbit,Mini Rex,2025-05-26,158,https://placedog.net/500/400?id=81
a7ff2b13-1527-466e-8a09-5f5d3d49a508,Clotilde,Bird,Parrot,2021-04-16,35,https://placedog.net/500/400?id=82
6bdbbc98-cd31-45ab-ab28-6c0458f77fc8,Azahara,Cat,Sphynx,2019-12-09,21,https://placedog.net/500/400?id=83
eecbe903-e0e9-43f6-9ffb-57b9955f3435,Tito,Dog,French Bulldog,2021-05-16,33,https://placedog.net/500/400?id=84
9d4510ff-2eb7-4236-83b2-4d309f1a08b8,Silvia,Cat,Persian,2020-01-27,8,https://placedog.net/500/400?id=85
b8ac2e22-588d-4302-a011-2913b962117a,Jorge,Bird,Budgerigar,2013-12-21,94,https://placedog.net/500/400?id=86
c87039d4-e3fb-4b50-ac78-181a28a043db,Judith,Rabbit,Lop,2014-09-17,177,https://placedog.net/500/400?id=87
9549c28d-c3bd-4e75-a3ce-b15fdd1886f1,Iris,Rabbit,Rex,2012-08-21,192,https://placedog.net/500/400?id=88
df96d0b3-17b4-45df-8f9c-f6c3cb4a8edc,Florencia,Cat,Persian,2013-08-06,11,https://placedog.net/500/400?id=89
91fbff73-90f3-4e19-86be-1fc0facf901f,Etelvina,Cat,Siamese,2011-10-15,166,https://placedog.net/500/400?id=90
a9341ba0-8f94-4292-a3c7-9f531a84c2c7,José Luis,Bird,Canary,2013-10-18,42,https://placedog.net/500/400?id=91
1b450db3-8277-4593-b307-cd0751d9d91b,Pía,Dog,Bulldog,2024-10-25,140,https://placedog.net/500/400?id=92
4c87184e-828b-4836-b5d7-c4fc62b96fdd,Demetrio,Rabbit,Mini Rex,2023-01-24,47,https://placedog.net/500/400?id=93
c2b82654-1d97-4fd3-b3e7-6b032d3ddf8f,Nilo,Bird,Canary,2023-12-14,8,https://placedog.net/500/400?id=94
8ed62916-4d44-4c40-b947-5fef7c187a16,Ángel,Cat,Siamese,2023-10-28,27,https://placedog.net/500/400?id=95
c38dddff-e12a-4263-be89-91ca56340303,Leopoldo,Bird,Cockatiel,2023-09-21,50,https://placedog.net/500/400?id=96
6ac6b80d-7cf8-4b39-b5b9-ed828dde3f5d,Ana Sofía,Rabbit,Rex,2025-03-08,88,https://placedog.net/500/400?id=97
2d89fdd0-a370-48b0-8899-e812f4cb9de4,Petrona,Bird,Canary,2016-11-15,96,https://placedog.net/500/400?id=98
7a83aace-c045-42c3-8c96-dccbd3a838fd,Inés,Dog,Bulldog,2025-05-16,54,https://placedog.net/500/400?id=99
34312909-80fe-4726-b924-fdb270bb6db2,Bernardo,Rabbit,Lionhead,2015-04-10,20,https://placedog.net/500/400?id=100
b24ce148-7145-40b4-8c8a-c1fb64908c9a,Natanael,Rabbit,Lionhead,2021-05-17,16,https://placedog.net/500/400?id=101
b8e3ccbb-89dc-46a2-9647-f26673329c37,Lourdes,Rabbit,Mini Rex,2018-01-24,100,https://placedog.net/500/400?id=102
e371813c-20c0-4eb9-87cc-ade32a17b557,Jordi,Dog,German Shepherd,2013-06-03,137,https://placedog.net/500/400?id=103
0967b3dc-1a17-497b-9be8-48079a32bd46,Fabiola,Bird,Canary,2014-12-29,158,https://placedog.net/500/400?id=104
32a2f0e8-a64b-4c5a-9a83-fbc009527c8e,Gaspar,Rabbit,Lop,2016-07-08,155,https://placedog.net/500/400?id=105
9940a582-07f9-4969-8409-b20261376c5c,Lourdes,Cat,Persian,2015-09-12,94,https://placedog.net/500/400?id=106
bbb7b45e-e1ff-4bd9-9423-9c1ddd9fa89a,Vasco,Dog,French Bulldog,2023-04-29,190,https://placedog.net/500/400?id=107
b7312a95-214e-40a4-b4e9-18b00accdcba,Ruy,Cat,Sphynx,2016-08-27,69,https://placedog.net/500/400?id=108
87f96790-2dd5-41a0-9192-7c7a68f2be8d,Fabricio,Cat,Sphynx,2014-07-29,180,https://placedog.net/500/400?id=109
af5abd28-c0b3-42c0-a1e0-52f5b6525a9a,Mario,Dog,German Shepherd,2010-12-07,168,https://placedog.net/500/400?id=110
224601b8-25e6-473c-adba-db9a4a220143,Cloe,Dog,German Shepherd,2012-10-07,188,https://placedog.net/500/400?id=111
fc0c1698-40ee-4819-9be9-392d0751b901,Aura,Cat,Bengal,2017-10-31,134,https://placedog.net/500/400?id=112
2b7484e8-ebed-4f1d-8111-9dee13ad06b6,Custodio,Bird,Cockatiel,2013-03-15,179,https://placedog.net/500/400?id=113
0f334cf6-16b4-4d75-a882-95809605bd67,Leocadio,Bird,Budgerigar,2025-07-22,128,https://placedog.net/500/400?id=114
dae1f7d4-7ae6-4767-b6fc-1b068d81777f,Iris,Dog,French Bulldog,2022-02-26,5,https://placedog.net/500/400?id=115
8acb0b0f-8671-461d-ab82-d1aab07e8e8a,Salvador,Dog,French Bulldog,2024-01-26,49,https://placedog.net/500/400?id=116
75aebbe7-28ee-4e52-b2d5-22186038938d,Vidal,Rabbit,Lionhead,2021-10-11,29,https://placedog.net/500/400?id=117
cc522fb2-2000-4241-86ee-b3dab6235636,Florencia,Bird,Budgerigar,2012-10-16,178,https://placedog.net/500/400?id=118
0aaaa253-a405-4a6b-9cc7-e93d1c69cc64,Renato,Cat,Bengal,2014-09-27,164,https://placedog.net/500/400?id=119
021dd42d-81ea-43e9-a7a1-09d9072de37c,Felicidad,Cat,Maine Coon,2016-09-17,92,https://placedog.net/500/400?id=120
7ae30931-3103-4f42-8b72-81ab3dc92a31,Angélica,Bird,Lovebird,2018-04-01,106,https://placedog.net/500/400?id=121
08e604d1-20d0-46d9-b4ff-ca9e4a4d3fcc,Tristán,Rabbit,Lionhead,2019-01-13,72,https://placedog.net/500/400?id=122
c9e9049b-e071-49f1-b8f1-35229006fcb8,Bonifacio,Cat,Maine Coon,2021-07-04,32,https://placedog.net/500/400?id=123
b334a006-0cde-4944-968b-51dea370cc31,Aarón,Dog,German Shepherd,2012-04-02,114,https://placedog.net/500/400?id=124
b79753de-0eaf-4a5c-8ccb-a54e6c9f66db,Rubén,Rabbit,Mini Rex,2021-05-30,109,https://placedog.net/500/400?id=125
fd9ee491-73ec-469d-b4e0-594633368e5a,Nazaret,Dog,Bulldog,2023-11-02,22,https://placedog.net/500/400?id=126
b20ed4af-81f8-4a2f-bbf2-2c82728cec0a,Adela,Cat,Persian,2016-11-01,37,https://placedog.net/500/400?id=127
6b87ac55-32ae-4d35-bd98-c863aca61440,Juanito,Rabbit,Lop,2013-11-06,60,https://placedog.net/500/400?id=128
54a47102-2055-459f-beb8-4151f95429c6,María Del Carmen,Rabbit,Dutch,2016-03-02,72,https://placedog.net/500/400?id=129
3d72506b-9673-42ab-8952-40da72a406a0,Carina,Dog,Labrador Retriever,2015-03-13,114,https://placedog.net/500/400?id=130
52ffdfb2-03cc-4ddd-b211-5a05240b962c,Celso,Cat,Sphynx,2015-01-03,164,https://placedog.net/500/400?id=131
43ad827a-655a-40da-8f4f-5a2eb77cd221,Emperatriz,Cat,Maine Coon,2012-12-01,42,https://placedog.net/500/400?id=132
b9af1c31-2ff2-46db-8219-b0e2ff8a9f53,Felicia,Bird,Budgerigar,2023-08-27,29,https://placedog.net/500/400?id=133
daa53c8a-2b94-4161-b108-e39f4b702eb6,Paca,Dog,Golden Retriever,2012-10-31,12,https://placedog.net/500/400?id=134
ceadaaef-c9d3-4771-9a2f-75df04e2c0e8,Berto,Rabbit,Mini Rex,2011-03-03,8,https://placedog.net/500/400?id=135
2e4557e4-5956-475e-b9af-e5780e6a8074,Nicolasa,Dog,Golden Retriever,2016-01-31,149,https://placedog.net/500/400?id=136
8b49a7da-801f-438a-a930-d571dcec8bd2,José Antonio,Cat,Persian,2017-06-26,45,https://placedog.net/500/400?id=137
86ac6f88-fe7e-4ead-a8f7-a7ad82ae600f,Duilio,Dog,German Shepherd,2015-12-15,136,https://placedog.net/500/400?id=138
be3253f2-b166-4638-928b-e9f6fe68b15a,Marcia,Rabbit,Lop,2020-09-09,36,https://placedog.net/500/400?id=139
a9580c68-75b7-4adc-9b39-8b392f47409f,Juliana,Bird,Canary,2011-06-24,147,https://placedog.net/500/400?id=140
8aa64f27-2755-45fb-b610-47c0c313f0f1,René,Cat,Sphynx,2011-03-19,20,https://placedog.net/500/400?id=141
659bf3dd-72d3-4014-9019-9c760c106fd3,Teodosio,Bird,Parrot,2022-03-13,191,https://placedog.net/500/400?id=142
bfd2da50-4f68-43e6-8689-c904b90c4864,Natalio,Bird,Cockatiel,2019-09-18,32,https://placedog.net/500/400?id=143
47e0a391-9d13-49d7-aeef-2279192501bc,Cayetana,Cat,Maine Coon,2015-04-17,173,https://placedog.net/500/400?id=144
8f0d18d6-d87f-4f0b-bd5d-306c25b9d2ee,María Jesús,Dog,French Bulldog,2018-09-02,177,https://placedog.net/500/400?id=145
36a3f6e3-8e85-4b97-b55c-6b61999c08e3,Pánfilo,Dog,Golden Retriever,2021-11-30,67,https://placedog.net/500/400?id=146
5348721a-648f-4669-95e9-af1bc0b78769,Balduino,Dog,German Shepherd,2011-07-12,63,https://placedog.net/500/400?id=147
7d218c73-2bc8-4abf-bb21-2e9f5be637a2,Fausto,Rabbit,Lop,2017-12-01,36,https://placedog.net/500/400?id=148
3e977a82-2c1c-40ef-ac59-cf7057a0b26e,Óscar,Cat,Sphynx,2021-09-25,145,https://placedog.net/500/400?id=149
efd058e6-da44-48bb-8b11-a79445397ec9,Abilio,Bird,Parrot,2024-09-07,45,https://placedog.net/500/400?id=150
e7d27266-8682-46fb-92e2-9520de31438f,María,Cat,Sphynx,2025-03-06,89,https://placedog.net/500/400?id=151
535ce2ca-25e2-495d-9996-529d5adeccf0,Alma,Cat,Bengal,2021-08-23,160,https://placedog.net/500/400?id=152
ed66e8d6-b9b7-49cf-a692-73fea7f44d6c,Anunciación,Cat,Sphynx,2021-12-13,77,https://placedog.net/500/400?id=153
5f8f90f7-0f08-44b7-94b2-8c1c073b24ef,Jose Luis,Rabbit,Dutch,2023-11-06,153,https://placedog.net/500/400?id=154
4f81a2b0-d13c-45af-b71a-2af497d66a28,Ruth,Rabbit,Dutch,2011-06-28,124,https://placedog.net/500/400?id=155
7b7b05bc-1ff5-4762-88ae-8a10117b0c19,Albina,Dog,Bulldog,2022-05-03,29,https://placedog.net/500/400?id=156
c9b0332c-e8aa-47cd-99b3-4ae602315482,Jordana,Rabbit,Rex,2011-05-11,17,https://placedog.net/500/400?id=157
fb3e9ed1-a93c-423c-b296-6795e51366cd,África,Dog,Golden Retriever,2025-08-18,41,https://placedog.net/500/400?id=158
6673c6f7-8f7c-4cb3-98f5-3e8e381a51d3,Adelardo,Rabbit,Mini Rex,2012-06-02,61,https://placedog.net/500/400?id=159
9f64d06a-ac79-4881-952a-4387ee0d7e3b,Albano,Bird,Canary,2020-07-08,76,https://placedog.net/500/400?id=160
67ae88bf-d47c-47b7-92fe-17a8b57632bd,Irene,Cat,Bengal,2011-08-25,99,https://placedog.net/500/400?id=161
39308b07-e8d1-46bf-8958-f11a169682d1,Martin,Dog,German Shepherd,2013-06-15,36,https://placedog.net/500/400?id=162
0a0998e1-8464-4fc4-9a28-ed22127c5a53,Susanita,Dog,German Shepherd,2019-03-27,102,https://placedog.net/500/400?id=163
a046dcc1-2ad7-4fa4-9a37-7ec105f70c18,Nicolasa,Cat,Siamese,2013-04-04,14,https://placedog.net/500/400?id=164
77bb3b5d-81e0-413c-9194-cd40b4cc0ca5,Joaquina,Bird,Canary,2020-11-07,195,https://placedog.net/500/400?id=165
ffbe7c88-79cd-4e1e-be5f-99e759ce51f9,Alejandro,Bird,Lovebird,2011-09-22,55,https://placedog.net/500/400?id=166
0f76ba84-5595-449f-aa70-407fa99f577e,Encarnación,Dog,Golden Retriever,2013-09-13,188,https://placedog.net/500/400?id=167
35260950-1ccf-4d91-be77-867eebf76de9,Tiburcio,Bird,Cockatiel,2017-03-28,136,https://placedog.net/500/400?id=168
91f310eb-773c-4c47-bddd-b97ae709c93e,Asdrubal,Dog,French Bulldog,2022-10-21,149,https://placedog.net/500/400?id=169
19c92627-c93a-4282-bc1d-976ac7e0d81c,Lalo,Cat,Siamese,2011-03-03,146,https://placedog.net/500/400?id=170
b891b611-fb92-4546-a806-50972ccfe54f,Calisto,Dog,Labrador Retriever,2016-03-19,27,https://placedog.net/500/400?id=171
4fafcc4c-3c73-4805-b63e-88d62d2edf93,Eutropio,Rabbit,Lionhead,2024-02-27,162,https://placedog.net/500/400?id=172
81629735-de99-43df-9454-64d8d137a5e5,Emma,Cat,Siamese,2014-03-09,137,https://placedog.net/500/400?id=173
93ac4a1e-2ef7-489f-8b8f-4b7fd071ca24,Gonzalo,Rabbit,Rex,2024-10-12,15,https://placedog.net/500/400?id=174
b1577372-73c7-4d02-a2bb-234a8ed2fbc2,Elías,Cat,Siamese,2013-06-29,72,https://placedog.net/500/400?id=175
b1a3c1a9-7e9e-4c20-901e-828924add871,Jose Manuel,Cat,Sphynx,2021-08-06,150,https://placedog.net/500/400?id=176
db6dfbb1-b203-4c17-8722-7737eaf308c5,Martina,Rabbit,Mini Rex,2025-07-17,74,https://placedog.net/500/400?id=177
b3f8039e-ba34-463d-b0ed-282b5652d789,Vito,Bird,Parrot,2024-08-12,145,https://placedog.net/500/400?id=178
db408682-7bc2-42ba-8add-28e694149d67,Adelia,Rabbit,Mini Rex,2010-10-08,142,https://placedog.net/500/400?id=179
76878e73-62c6-43c4-8af8-31bab0fcd368,Abel,Dog,Golden Retriever,2022-06-27,177,https://placedog.net/500/400?id=180
98351162-5d2b-4d30-8997-03dd6afeb9cc,Dalila,Dog,Labrador Retriever,2013-06-21,118,https://placedog.net/500/400?id=181
d17a4e01-aa2b-4aa4-8a17-cb0172f4e284,Ambrosio,Cat,Sphynx,2020-10-17,195,https://placedog.net/500/400?id=182
f337c0fa-6f8a-4131-9432-9a80643231e6,Joel,Bird,Lovebird,2012-09-25,18,https://placedog.net/500/400?id=183
07d0bfc6-f86f-4094-94f6-b7a2fc116e38,Lupe,Rabbit,Lop,2018-08-16,139,https://placedog.net/500/400?id=184
37971343-9a30-4c37-b2c4-871a7f0a955f,Basilio,Cat,Persian,2023-05-21,110,https://placedog.net/500/400?id=185
121c4c59-035c-4d9c-9d8f-016eed9a6d8e,Virgilio,Dog,French Bulldog,2024-08-31,39,https://placedog.net/500/400?id=186
8ac9af10-9eee-4302-a384-ea4db673f0b4,Paca,Bird,Parrot,2011-01-11,181,https://placedog.net/500/400?id=187
708415c6-d015-4953-8213-fde7b161eacc,Osvaldo,Dog,Golden Retriever,2012-07-25,7,https://placedog.net/500/400?id=188
9bb65e87-ebcd-4540-bbe7-0f110bab1d66,Adora,Dog,Bulldog,2012-12-30,46,https://placedog.net/500/400?id=189
189c7c72-9350-4090-9f1e-6d51e050f539,Yolanda,Cat,Persian,2014-10-04,89,https://placedog.net/500/400?id=190
2f952d2c-9eb2-4cf7-b2cf-355af3c4b0bd,Vinicio,Cat,Sphynx,2020-07-15,75,https://placedog.net/500/400?id=191
adf89584-0825-4f9c-9413-1c88ec0f268f,Juan Antonio,Bird,Budgerigar,2024-11-07,129,https://placedog.net/500/400?id=192
3df86d13-a561-44a3-98e6-d4928c36c2e3,Gala,Bird,Budgerigar,2010-10-31,7,https://placedog.net/500/400?id=193
b9d5e6e2-f61e-4cbe-8c4e-832910dbb7dd,Jesús,Cat,Siamese,2014-09-22,38,https://placedog.net/500/400?id=194
4f57378a-7c36-4710-a5a3-7f5552b9b815,Francisca,Bird,Canary,2013-07-18,65,https://placedog.net/500/400?id=195
fdc8a0a8-b707-4eb9-8ec8-bb50428f08fe,Rolando,Rabbit,Rex,2025-07-23,127,https://placedog.net/500/400?id=196
1546b8b9-45c2-44fa-a3b6-5755c7d92e2a,Belen,Dog,German Shepherd,2022-11-07,130,https://placedog.net/500/400?id=197
e76e6384-6d32-46c1-872d-26e30c88bd4d,Alberto,Bird,Parrot,2023-07-07,78,https://placedog.net/500/400?id=198
3c869b4a-5449-4fe7-a017-669a0e99304e,Brígida,Cat,Bengal,2012-09-01,123,https://placedog.net/500/400?id=199
82cb233c-3008-4752-acd3-58af82bcb553,Adora,Cat,Maine Coon,2015-08-19,177,https://placedog.net/500/400?id=200
fbcbf31e-afdb-49c4-884b-93d30018911f,Leyre,Rabbit,Rex,2020-12-08,91,https://placedog.net/500/400?id=201
d039341a-011b-4126-b285-5f56dde2960d,Emperatriz,Cat,Siamese,2015-01-15,95,https://placedog.net/500/400?id=202
68524743-bf57-4a56-bc90-949027f70c93,Valentín,Rabbit,Lop,2013-12-07,76,https://placedog.net/500/400?id=203
2993555c-f36a-4915-8cfd-f3bf5918bc17,Aristides,Dog,Bulldog,2021-10-18,185,https://placedog.net/500/400?id=204
